area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.144,HEPC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.132,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.93,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.130,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.131,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.137,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.141,HPCABS,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.133,HCVQ,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.135,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.106,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.164,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1143,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1144,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1146,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1147,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1148,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1149,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1150,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1151,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1152,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1153,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1154,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1155,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1156,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1159,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1160,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1161,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1165,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1166,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1167,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1168,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1142,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.156,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1172,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1171,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.597,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.598,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.600,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.632,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.172,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.114,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.138,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.145,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.150,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.152,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.174,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.176,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.175,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1076,HCV2P,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.362,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.345,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.449,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.450,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.451,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.452,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1079,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.443,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.383,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.492,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.498,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.500,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.517,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.519,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.536,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.538,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1077,HCABW,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.480,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.692,HCVABB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.833,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Hepatitis C antibody,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,64768,HEPATITIS C ANTIBODY,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1078,HCVAB,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 64768 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
