area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.138,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.137,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.143,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.131,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.135,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.145,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.152,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.150,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.341,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.342,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1123,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.164,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1148,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.156,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1143,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1144,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1146,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1147,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1149,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1150,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1151,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1152,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1153,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1154,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1155,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1156,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1159,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1160,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1161,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1165,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1166,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1167,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1168,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1142,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1172,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1171,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.597,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.600,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.598,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.632,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.172,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.637,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.174,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.176,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.175,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1076,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.362,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.346,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.345,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.449,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.450,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.451,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.452,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1079,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.443,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.383,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.492,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.498,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.500,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.517,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.519,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.536,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.538,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1077,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.480,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.102,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.103,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.116,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.114,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.437,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
lab,DiagnosticReport.code,Basic metabolic panel,ORDER_PROC,PROC_ID,ORDER_PROC.PROC_ID,678,BASIC METABOLIC PANEL,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.692,BASIC,,answer-key,yes,high,Epic-instance OID coding the reference carries on DR.code for PROC_ID 678 (concept-determined; identical across all reports of this order); same anchor as the LOINC/CPT row,epic-instance-oid
